INVOICE_ID,EVENT,EVENT_ATTRIBUTE,Event Attribute Value,Supplier Name,Supplier Site Name,INVOICE_CURRENCY_CODE,PAYMENT_CURRENCY_CODE,INVOICE_AMOUNT,Invoice Amount Paid,DISCOUNT_AMOUNT_TAKEN,INVOICE_OUTSTANDING,INVOICE_DATE,Payment Term,Invoice Term Date,Invoice Creation Date,PO_HEADER_ID,GOODS_RECEIVED_DATE,INVOICE_RECEIVED_DATE,ORG_ID,Invoice Type,Invoice Description,CANCELLED_DATE,APPROVAL_STATUS,WFAPPROVAL_STATUS,INVOICE_LINE_NUMBER,INVOICE_LINE_AMOUNT,INVOICED_QTY,UOM,UNIT_PRICE,HOLD_LOOKUP_CODE,HELD_BY,INVOICE_HOLD_DATE,INVOICE_HOLD_REASON,RELEASE_LOOKUP_CODE,INVOICE_RELEASE_DATE,INVOICE_RELEASE_REASON,INVOICE_HOLD_DETAILS,STATUS_FLAG,HOLD_TYPE,HOLD_INACTIVE_DATE,DAYS_TO_WAIT_FOR_REMINDER_NTF,NUMBER_OF_APPROVAL_ITERATION,AMOUNT_APPROVED,INVOICE_APPROVAL_CREATION_DATE,PAYMENT_NUM,PAYMENT_AMOUNT_REMAINING,PAYMENT_DUE_DATE,FIRST_DISCOUNT_AVAILABLE_DATE,SECOND_DISCOUNT_AVAILABLE_DATE,THIRD_DISCOUNT_AVAILABLE_DATE,FIRST_DISCOUNT_AVAILABLE_AMT,SECOND_DISCOUNT_AVAILABLE_AMT,THIRD_DISCOUNT_AVAILABLE_AMT,PAYMENT_STATUS_FLAG,DUE_DATE_PASSED,0-30 days,31-60 days,61-90 days,Over 91 days,INVOICE_PAYMENT_ID,PAYMENT_CREATION_DATE,CHECK_ID,PAYMENT_NUMBER,PAYMENT_STATUS,PAYEE,PAYMENT_CLEARED_DATE,CHECK_AMOUNT,PAYMENT_DATE,PAYMENT_TYPE_FLAG,CHECK_VOID_DATE,FUTURE_PAY_DUE_DATE,CHECK_CLEARED_BASE_AMOUNT,CHECK_BASE_AMOUNT,CHECK_STOP_DATE
206023,Second Discount Available Date,,23-05-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,23-05-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,
206023,Third Discount Available Date,,02-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,02-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,
206023,Payment Due Date,,02-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36605.55,02-07-2008 00:00,13-05-2008 00:00,23-05-2008 00:00,02-06-2008 00:00,1220.18,915.14,610.09,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
206024,Invoice Date,,05-05-2008 00:00,Consolidated Supplies,NAPOLI ERS,EUR,EUR,124.32,0,0,124.32,05-05-2008 00:00,"4/10, 3/20, 2/30 Net  60",05-05-2008 00:00,06-05-2008 03:29,,05-05-2008 00:00,05-05-2008 00:00,1017,STANDARD,Receipt Invoice automatically created on 05-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206024,Invoice Creation Date,,06-05-2008 03:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206024,Invoice Hold Date,,12-05-2008 03:39,,,,,,,,,,,,,,,,,,,,,,,,,,,DIST VARIANCE,5,12-05-2008 03:39,Total of invoice distributions does not equal invoice amount,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206024,First Discount Available Date,,15-05-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,15-05-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
206024,Second Discount Available Date,,25-05-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,25-05-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,
206024,Third Discount Available Date,,04-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,04-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,
206024,Payment Due Date,,04-07-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,124.32,04-07-2008 00:00,15-05-2008 00:00,25-05-2008 00:00,04-06-2008 00:00,4.14,3.11,2.07,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
206025,Invoice Date,,06-05-2008 00:00,Vision,VISION ITALIA,EUR,EUR,43496.4,43496.4,0,0,06-05-2008 00:00,30 Net (terms date + 30),06-05-2008 00:00,06-05-2008 03:29,,06-05-2008 00:00,06-05-2008 00:00,1017,STANDARD,Receipt Invoice automatically created on 06-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206025,Invoice Creation Date,,06-05-2008 03:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206025,Payment Due Date,,05-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,05-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206025,Payment Date,,11-06-2008 03:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,156085,,76702,6109,RECONCILED,Vision,11-06-2008 00:00,43496.4,11-06-2008 03:30,A,,,43496.4,,
206026,Invoice Date,,03-05-2008 00:00,"Office Depot, Inc",PAYMENT,USD,USD,428507.43,424222.36,4285.07,0,03-05-2008 00:00,1/10 NET 30,03-05-2008 00:00,06-05-2008 05:39,,03-05-2008 00:00,03-05-2008 00:00,1448,STANDARD,Receipt Invoice automatically created on 03-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206026,Invoice Creation Date,,06-05-2008 05:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206026,First Discount Available Date,,13-05-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,13-05-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
206026,Payment Date,,14-05-2008 05:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,154953,,75938,2096,RECONCILED UNACCOUNTED,"Office Depot, Inc",14-05-2008 00:00,811744.49,14-05-2008 05:30,A,,,811744.49,,
206026,Payment Due Date,,02-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,02-06-2008 00:00,13-05-2008 00:00,,,4285.07,,,Fully Paid,N,N,N,N,N,,,,,,,,,,,,,,,
206027,Invoice Date,,02-05-2008 00:00,Consolidated Supplies,STAFFORD,GBP,GBP,599.05,599.05,0,0,02-05-2008 00:00,45 Net (terms date + 45),02-05-2008 00:00,06-05-2008 05:46,,02-05-2008 00:00,02-05-2008 00:00,1668,STANDARD,Receipt Invoice automatically created on 02-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206027,Invoice Creation Date,,06-05-2008 05:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206027,Payment Due Date,,16-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,16-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206027,Payment Date,,20-06-2008 05:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,156764,,77190,8169,RECONCILED,Consolidated Supplies,20-06-2008 00:00,2043.82,20-06-2008 05:34,A,,,2043.82,,
206028,Invoice Date,,06-05-2008 00:00,Becker Supply and Services,SOLIHULL,GBP,GBP,2756.56,2756.56,0,0,06-05-2008 00:00,30 Net (terms date + 30),06-05-2008 00:00,06-05-2008 05:48,,06-05-2008 00:00,06-05-2008 00:00,1668,STANDARD,Receipt Invoice automatically created on 06-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206028,Invoice Creation Date,,06-05-2008 05:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206028,Payment Due Date,,05-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,05-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206028,Payment Date,,11-06-2008 08:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,156142,,76740,8106,RECONCILED,Becker Supply and Services,11-06-2008 00:00,13782.77,11-06-2008 08:35,A,,,13782.77,,
206029,Invoice Date,,06-05-2008 00:00,Consolidated Supplies,STAFFORD,GBP,GBP,16507.58,16226.6,280.98,0,06-05-2008 00:00,2/10 NET 30,06-05-2008 00:00,06-05-2008 05:49,,06-05-2008 00:00,,1668,STANDARD,Miscellaneous,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206029,Invoice Creation Date,,06-05-2008 05:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206029,First Discount Available Date,,16-05-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,16-05-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
206029,Payment Date,,16-05-2008 05:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,155108,,76048,7714,RECONCILED,Consolidated Supplies,16-05-2008 00:00,24546.32,16-05-2008 05:34,A,,,24546.32,,
206029,Payment Due Date,,05-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,05-06-2008 00:00,16-05-2008 00:00,,,280.98,,,Fully Paid,N,N,N,N,N,,,,,,,,,,,,,,,
206030,Invoice Date,,04-05-2008 00:00,Consolidated Supplies,RICHMOND,GBP,GBP,4161.1,4161.1,0,0,04-05-2008 00:00,30 Net (terms date + 30),04-05-2008 00:00,07-05-2008 00:15,,04-05-2008 00:00,04-05-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 04-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206030,Invoice Creation Date,,07-05-2008 00:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206030,Payment Due Date,,03-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,03-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206030,Payment Date,,06-06-2008 00:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,155933,,76580,7947,RECONCILED,Consolidated Supplies,06-06-2008 00:00,58429.7,06-06-2008 00:47,A,,,58429.7,,
206031,Invoice Date,,06-05-2008 00:00,Consolidated Supplies,RICHMOND,GBP,GBP,1160.79,1160.79,0,0,06-05-2008 00:00,30 Net (terms date + 30),06-05-2008 00:00,07-05-2008 00:15,,06-05-2008 00:00,06-05-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 06-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206031,Invoice Creation Date,,07-05-2008 00:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206031,Payment Due Date,,05-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,05-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206031,Payment Date,,06-06-2008 00:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,155934,,76580,7947,RECONCILED,Consolidated Supplies,06-06-2008 00:00,58429.7,06-06-2008 00:47,A,,,58429.7,,
206032,Invoice Date,,04-05-2008 00:00,Advanced Network Devices,LONDON,GBP,GBP,652.55,652.55,0,0,04-05-2008 00:00,30 Net (terms date + 30),04-05-2008 00:00,07-05-2008 00:17,,04-05-2008 00:00,04-05-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 04-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206032,Invoice Creation Date,,07-05-2008 00:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206032,Payment Due Date,,03-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,03-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206032,Payment Date,,06-06-2008 00:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,155949,,76581,7948,RECONCILED,Advanced Network Devices,06-06-2008 00:00,98745.32,06-06-2008 00:47,A,,,98745.32,,
206033,Invoice Date,,05-05-2008 00:00,Advanced Network Devices,LONDON,GBP,GBP,978.82,978.82,0,0,05-05-2008 00:00,30 Net (terms date + 30),05-05-2008 00:00,07-05-2008 00:17,,05-05-2008 00:00,05-05-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 05-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206033,Invoice Creation Date,,07-05-2008 00:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206033,Payment Due Date,,04-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,04-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206033,Payment Date,,06-06-2008 00:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,155950,,76581,7948,RECONCILED,Advanced Network Devices,06-06-2008 00:00,98745.32,06-06-2008 00:47,A,,,98745.32,,
206050,Invoice Date,,06-05-2008 00:00,Consolidated Supplies,FRANKFURT,EUR,EUR,3468.61,3468.61,0,0,06-05-2008 00:00,2/10 NET 30,06-05-2008 00:00,07-05-2008 00:18,,06-05-2008 00:00,06-05-2008 00:00,911,STANDARD,Receipt Invoice automatically created on 06-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206050,Invoice Creation Date,,07-05-2008 00:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206050,First Discount Available Date,,16-05-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,16-05-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
206050,Payment Due Date,,05-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,05-06-2008 00:00,16-05-2008 00:00,,,58.3,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206050,Payment Date,,06-06-2008 01:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,156007,,76621,7969,RECONCILED,Consolidated Supplies,06-06-2008 00:00,428205.92,06-06-2008 01:04,A,,,428205.92,,
206051,Invoice Date,,06-05-2008 00:00,Advanced Network Devices,LONDON,GBP,GBP,22076.14,22076.14,0,0,06-05-2008 00:00,30 Net (terms date + 30),06-05-2008 00:00,07-05-2008 00:20,,06-05-2008 00:00,06-05-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 06-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206051,Invoice Creation Date,,07-05-2008 00:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206051,Payment Due Date,,05-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,05-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206051,Payment Date,,06-06-2008 00:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,155951,,76581,7948,RECONCILED,Advanced Network Devices,06-06-2008 00:00,98745.32,06-06-2008 00:47,A,,,98745.32,,
206052,Invoice Date,,05-05-2008 00:00,Consolidated Supplies,RICHMOND,GBP,GBP,6148.08,6148.08,0,0,05-05-2008 00:00,30 Net (terms date + 30),05-05-2008 00:00,07-05-2008 00:20,,05-05-2008 00:00,05-05-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 05-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206052,Invoice Creation Date,,07-05-2008 00:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206052,Payment Due Date,,04-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,04-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206052,Payment Date,,06-06-2008 00:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,155935,,76580,7947,RECONCILED,Consolidated Supplies,06-06-2008 00:00,58429.7,06-06-2008 00:47,A,,,58429.7,,
206053,Invoice Date,,07-05-2008 00:00,Consolidated Supplies,RICHMOND,GBP,GBP,226.13,226.13,0,0,07-05-2008 00:00,30 Net (terms date + 30),07-05-2008 00:00,07-05-2008 00:20,,07-05-2008 00:00,07-05-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 07-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206053,Invoice Creation Date,,07-05-2008 00:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206053,Payment Due Date,,06-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,06-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206053,Payment Date,,06-06-2008 00:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,155936,,76580,7947,RECONCILED,Consolidated Supplies,06-06-2008 00:00,58429.7,06-06-2008 00:47,A,,,58429.7,,
206070,Invoice Date,,05-05-2008 00:00,Consolidated Supplies,RICHMOND,GBP,GBP,3074.04,3074.04,0,0,05-05-2008 00:00,30 Net (terms date + 30),05-05-2008 00:00,07-05-2008 00:42,,05-05-2008 00:00,05-05-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 05-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206070,Invoice Creation Date,,07-05-2008 00:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206070,Payment Due Date,,04-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,04-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206070,Payment Date,,06-06-2008 00:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,155937,,76580,7947,RECONCILED,Consolidated Supplies,06-06-2008 00:00,58429.7,06-06-2008 00:47,A,,,58429.7,,
206071,Invoice Date,,06-05-2008 00:00,Consolidated Supplies,RICHMOND,GBP,GBP,919.59,919.59,0,0,06-05-2008 00:00,30 Net (terms date + 30),06-05-2008 00:00,07-05-2008 00:42,,06-05-2008 00:00,06-05-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 06-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206071,Invoice Creation Date,,07-05-2008 00:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206071,Payment Due Date,,05-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,05-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206071,Payment Date,,06-06-2008 00:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,155938,,76580,7947,RECONCILED,Consolidated Supplies,06-06-2008 00:00,58429.7,06-06-2008 00:47,A,,,58429.7,,
206072,Invoice Date,,07-05-2008 00:00,Consolidated Supplies,RICHMOND,GBP,GBP,1281.4,1281.4,0,0,07-05-2008 00:00,30 Net (terms date + 30),07-05-2008 00:00,07-05-2008 00:42,,07-05-2008 00:00,07-05-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 07-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206072,Invoice Creation Date,,07-05-2008 00:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206072,Payment Due Date,,06-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,06-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206072,Payment Date,,06-06-2008 00:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,155939,,76580,7947,RECONCILED,Consolidated Supplies,06-06-2008 00:00,58429.7,06-06-2008 00:47,A,,,58429.7,,
206073,Invoice Date,,07-05-2008 00:00,Advanced Network Devices,LONDON,GBP,GBP,3262.74,3262.74,0,0,07-05-2008 00:00,30 Net (terms date + 30),07-05-2008 00:00,07-05-2008 00:44,,07-05-2008 00:00,07-05-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 07-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206073,Invoice Creation Date,,07-05-2008 00:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206073,Payment Due Date,,06-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,06-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206073,Payment Date,,06-06-2008 00:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,155952,,76581,7948,RECONCILED,Advanced Network Devices,06-06-2008 00:00,98745.32,06-06-2008 00:47,A,,,98745.32,,
206074,Invoice Date,,07-05-2008 00:00,Consolidated Supplies,RICHMOND,GBP,GBP,259.66,259.66,0,0,07-05-2008 00:00,30 Net (terms date + 30),07-05-2008 00:00,07-05-2008 00:44,,07-05-2008 00:00,07-05-2008 00:00,626,STANDARD,Receipt Invoice automatically created on 07-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206074,Invoice Creation Date,,07-05-2008 00:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206074,Payment Due Date,,06-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,06-06-2008 00:00,,,,,,,Fully Paid,Y,Y,N,N,N,,,,,,,,,,,,,,,
206074,Payment Date,,06-06-2008 00:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,155940,,76580,7947,RECONCILED,Consolidated Supplies,06-06-2008 00:00,58429.7,06-06-2008 00:47,A,,,58429.7,,
206075,Invoice Date,,07-05-2008 00:00,Advantage Corp,LONDON,EUR,EUR,4982.01,0,0,4982.01,07-05-2008 00:00,2/10 Net 45,07-05-2008 00:00,07-05-2008 00:44,,07-05-2008 00:00,,626,STANDARD,,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206075,Invoice Creation Date,,07-05-2008 00:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206075,First Discount Available Date,,17-05-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,17-05-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
206075,Payment Due Date,,21-06-2008 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4982.01,21-06-2008 00:00,17-05-2008 00:00,,,99.64,,,Unpaid,Y,N,N,N,Y,,,,,,,,,,,,,,,
206076,Invoice Date,,07-05-2008 00:00,GE Capital,STOCKHOLM,SEK,SEK,63780,63780,0,0,07-05-2008 00:00,30 Net (terms date + 30),07-05-2008 00:00,07-05-2008 00:45,,07-05-2008 00:00,07-05-2008 00:00,887,STANDARD,Receipt Invoice automatically created on 07-MAY-08,,,NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206076,Invoice Creation Date,,07-05-2008 00:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
